age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,student,divorced,secondary,no,-5,no,no,cellular,18,jul,220,8,-1,0,unknown,no
32,student,single,secondary,no,2446,no,no,cellular,21,nov,63,6,-1,0,unknown,yes
65,unknown,married,secondary,no,2279,no,no,telephone,20,dec,587,10,-1,3,unknown,yes
86,self-employed,married,primary,no,3551,yes,no,cellular,23,sep,581,2,-1,0,unknown,no
72,unknown,single,secondary,no,1671,no,no,telephone,10,jun,268,5,-1,0,unknown,yes
50,retired,divorced,secondary,no,-2450,yes,no,unknown,3,feb,462,1,59,0,success,yes
59,management,divorced,secondary,no,-1573,yes,no,cellular,5,aug,543,1,211,0,unknown,no
58,admin.,single,secondary,no,-141,no,no,unknown,23,sep,681,1,313,0,unknown,no
35,student,married,unknown,no,6509,yes,no,cellular,7,may,132,3,177,0,unknown,no
87,admin.,married,tertiary,no,-980,yes,yes,cellular,12,mar,80,10,-1,0,unknown,no
53,management,married,secondary,no,823,yes,no,cellular,12,sep,216,2,-1,0,unknown,no
37,unemployed,married,primary,no,1633,no,no,telephone,14,sep,140,1,-1,0,unknown,no
92,blue-collar,single,tertiary,no,4012,yes,no,telephone,8,aug,236,4,-1,0,unknown,yes
21,management,married,tertiary,no,2580,no,no,cellular,19,feb,148,1,-1,0,unknown,no
31,housemaid,married,primary,no,-2026,yes,no,unknown,7,jun,411,4,-1,0,other,no
55,management,married,secondary,no,-1283,yes,no,telephone,8,mar,348,5,-1,0,unknown,yes
56,technician,married,unknown,no,3700,no,no,cellular,10,jun,431,1,-1,0,unknown,yes
52,unknown,married,secondary,no,647,yes,no,cellular,5,dec,99,1,-1,0,unknown,no
87,admin.,married,tertiary,no,2328,no,yes,telephone,22,oct,275,1,-1,0,unknown,no
53,entrepreneur,married,secondary,no,2328,yes,no,cellular,1,dec,163,1,-1,0,unknown,yes
85,blue-collar,married,secondary,no,4804,yes,no,cellular,5,apr,467,1,-1,0,unknown,no
94,services,single,tertiary,no,6530,yes,no,cellular,3,oct,138,2,-1,0,unknown,no
36,admin.,married,secondary,no,852,yes,no,cellular,18,dec,225,6,-1,0,unknown,no
91,admin.,married,tertiary,no,-1344,yes,no,cellular,12,aug,418,1,179,0,unknown,no
76,services,married,primary,no,1899,yes,no,cellular,23,jan,612,5,-1,0,other,yes
72,management,married,secondary,no,1664,no,yes,cellular,9,sep,31,9,-1,0,failure,no
72,services,married,secondary,no,3941,yes,no,unknown,22,jun,248,5,-1,0,failure,no
36,services,married,tertiary,no,1569,yes,no,cellular,18,apr,123,7,-1,0,unknown,no
86,services,married,tertiary,no,5882,yes,yes,cellular,11,jul,428,3,-1,0,unknown,yes
32,blue-collar,married,secondary,no,2198,no,no,cellular,7,oct,321,1,-1,3,unknown,yes
26,self-employed,married,secondary,no,-206,no,yes,cellular,25,nov,327,8,-1,2,unknown,yes
28,technician,single,tertiary,no,1787,no,no,telephone,19,jun,296,1,-1,0,unknown,yes
31,technician,single,primary,no,825,no,no,cellular,2,feb,627,3,-1,0,unknown,yes
91,admin.,married,unknown,no,-3256,no,no,unknown,15,may,459,1,-1,0,unknown,no
25,management,married,tertiary,no,-1866,no,no,unknown,7,dec,442,2,393,0,unknown,no
57,technician,married,tertiary,no,3118,yes,no,cellular,20,feb,105,1,-1,0,other,no
39,blue-collar,single,secondary,no,4585,no,no,cellular,16,feb,249,2,-1,0,unknown,no
53,housemaid,married,secondary,no,3171,yes,no,cellular,28,aug,359,1,-1,0,unknown,yes
77,entrepreneur,married,secondary,no,2624,no,no,cellular,10,may,201,1,-1,0,unknown,no
34,self-employed,married,secondary,no,5154,yes,no,cellular,28,may,210,2,-1,4,unknown,no
47,unemployed,married,tertiary,no,-3193,no,no,unknown,9,sep,571,1,43,3,unknown,yes
22,unknown,married,secondary,no,-79,yes,no,unknown,24,mar,96,4,-1,2,unknown,no
40,admin.,divorced,secondary,no,4799,yes,no,telephone,6,apr,132,4,-1,0,unknown,yes
64,services,married,primary,no,1996,no,no,cellular,28,oct,210,6,-1,0,unknown,no
92,blue-collar,married,secondary,no,4749,yes,no,cellular,16,dec,355,4,-1,0,unknown,no
25,retired,married,secondary,no,693,no,no,cellular,6,apr,448,3,-1,2,unknown,no
49,unknown,married,primary,no,423,no,no,cellular,4,dec,137,1,-1,0,unknown,no
63,housemaid,married,secondary,no,2298,yes,no,cellular,27,may,323,1,-1,0,unknown,no
47,entrepreneur,married,secondary,no,2536,yes,no,cellular,7,jul,293,4,-1,3,unknown,no
81,self-employed,married,tertiary,no,3398,yes,no,cellular,2,oct,174,1,-1,0,unknown,yes
24,unemployed,married,secondary,no,3285,no,no,cellular,11,mar,474,2,-1,1,unknown,yes
95,services,divorced,tertiary,no,7338,yes,no,unknown,21,jan,693,4,-1,0,unknown,yes
21,self-employed,single,secondary,no,2702,yes,no,unknown,6,sep,386,1,201,1,failure,no
94,management,married,secondary,no,2561,yes,no,cellular,7,apr,318,1,-1,0,unknown,no
24,unknown,divorced,secondary,no,3230,yes,no,unknown,10,mar,206,2,-1,0,unknown,yes
24,retired,married,secondary,no,1057,no,no,cellular,2,jan,68,2,-1,0,failure,no
24,unemployed,divorced,secondary,no,6979,yes,no,telephone,1,dec,239,1,341,0,failure,yes
92,services,single,tertiary,no,4796,yes,no,cellular,3,jan,214,2,-1,0,failure,no
32,entrepreneur,married,secondary,no,-485,yes,no,unknown,9,sep,543,1,-1,0,unknown,no
48,unknown,married,secondary,no,737,yes,no,cellular,1,aug,185,5,-1,0,unknown,no
94,management,single,secondary,no,2604,yes,yes,unknown,4,dec,367,3,-1,0,other,yes
69,admin.,married,tertiary,no,2299,no,no,cellular,23,dec,349,1,301,0,failure,no
69,retired,married,primary,no,-431,yes,no,unknown,2,feb,225,1,-1,0,unknown,no
76,student,married,primary,no,3816,yes,no,cellular,26,jun,414,1,-1,0,unknown,no
45,technician,married,tertiary,no,3167,no,no,unknown,25,dec,197,4,-1,3,unknown,no
24,student,married,secondary,no,3598,yes,no,cellular,15,feb,685,2,-1,0,unknown,no
50,housemaid,single,primary,no,624,yes,no,telephone,2,aug,491,1,-1,0,unknown,yes
26,blue-collar,married,secondary,no,-405,yes,yes,unknown,10,nov,209,1,-1,0,unknown,no
84,unknown,single,tertiary,no,4101,yes,no,unknown,11,apr,181,2,149,0,unknown,yes
61,self-employed,married,secondary,no,726,yes,no,cellular,4,mar,76,2,-1,3,unknown,no
83,retired,married,tertiary,no,-2471,yes,no,cellular,10,dec,617,2,116,0,unknown,no
64,admin.,single,tertiary,no,1773,yes,no,cellular,1,sep,165,6,-1,0,unknown,no
24,services,married,tertiary,no,3240,yes,no,cellular,2,sep,35,5,-1,0,unknown,no
28,technician,married,secondary,no,-909,yes,yes,cellular,13,may,196,1,-1,0,failure,no
51,unemployed,married,tertiary,no,-793,no,no,cellular,20,nov,793,5,-1,3,unknown,no
93,unknown,single,secondary,no,-1700,no,no,cellular,13,dec,303,2,292,0,unknown,yes
24,housemaid,divorced,secondary,no,2047,no,no,unknown,30,feb,287,1,-1,0,unknown,yes
92,technician,married,secondary,no,2219,yes,no,telephone,25,nov,134,6,-1,0,failure,no
18,technician,married,tertiary,yes,-1685,yes,no,cellular,13,jan,144,4,-1,0,unknown,no
74,admin.,married,primary,no,5002,no,yes,cellular,28,sep,310,2,-1,3,failure,no
81,student,married,secondary,no,-5016,yes,no,unknown,1,dec,553,1,-1,0,unknown,yes
93,housemaid,married,secondary,no,-2651,yes,no,cellular,19,dec,35,1,-1,0,unknown,no
71,services,married,tertiary,yes,1452,yes,no,cellular,7,jun,268,1,-1,0,unknown,no
53,unknown,single,primary,no,-6746,yes,no,cellular,5,dec,326,1,306,3,unknown,yes
52,housemaid,divorced,secondary,no,2085,yes,no,cellular,7,dec,249,2,-1,1,unknown,no
50,services,married,secondary,no,5587,yes,no,cellular,17,may,238,3,-1,0,unknown,no
31,housemaid,married,tertiary,no,7007,yes,no,cellular,14,oct,581,3,-1,1,unknown,yes
23,self-employed,divorced,unknown,no,-1050,no,no,unknown,3,oct,522,3,-1,0,unknown,no
66,blue-collar,married,primary,no,-692,yes,no,unknown,11,jul,83,1,-1,1,unknown,yes
43,retired,single,tertiary,no,4085,yes,yes,cellular,28,may,387,2,-1,0,failure,no
72,housemaid,divorced,secondary,no,-4656,yes,no,cellular,2,nov,176,6,-1,0,unknown,no
39,housemaid,divorced,tertiary,no,3310,no,no,cellular,1,nov,312,2,368,0,unknown,yes
34,retired,married,secondary,no,-623,yes,no,cellular,13,jul,261,2,-1,0,unknown,no
32,self-employed,married,secondary,no,2326,no,no,cellular,3,may,127,7,-1,0,unknown,no
63,entrepreneur,married,secondary,no,-1303,yes,no,cellular,1,dec,312,1,144,0,failure,no
38,technician,single,tertiary,no,-1209,yes,yes,cellular,7,dec,473,4,-1,0,unknown,no
62,blue-collar,married,secondary,no,7382,yes,no,cellular,10,sep,97,1,-1,0,unknown,no
87,admin.,single,tertiary,no,5859,no,no,cellular,8,aug,235,5,-1,2,unknown,no
26,unemployed,married,secondary,no,2680,yes,yes,cellular,29,sep,828,1,156,1,unknown,no
56,services,married,tertiary,no,1869,yes,no,cellular,6,dec,227,1,-1,0,unknown,no
49,unemployed,married,primary,no,1283,no,no,unknown,5,apr,314,1,-1,1,other,no
18,unknown,married,secondary,no,2901,no,no,cellular,21,feb,196,2,245,0,unknown,no
37,blue-collar,married,secondary,no,3672,yes,no,cellular,26,may,235,1,270,0,unknown,yes
52,unknown,married,primary,no,3150,no,no,unknown,30,jan,239,8,-1,2,unknown,no
74,self-employed,married,secondary,no,740,yes,no,cellular,19,may,197,1,-1,0,unknown,no
84,retired,single,primary,no,3562,no,no,cellular,10,feb,375,6,-1,2,unknown,no
66,unemployed,single,secondary,no,-3109,yes,no,cellular,4,dec,566,2,-1,0,unknown,yes
19,blue-collar,divorced,secondary,no,-1868,yes,yes,cellular,15,dec,232,2,-1,0,unknown,no
42,unknown,married,primary,no,1678,yes,no,cellular,9,nov,124,9,-1,0,failure,yes
50,student,married,tertiary,no,-3533,no,no,unknown,8,feb,215,2,297,0,failure,yes
36,services,married,tertiary,no,746,no,no,cellular,2,aug,180,8,77,0,unknown,no
62,unemployed,divorced,secondary,no,6753,no,no,cellular,24,jan,952,6,357,1,failure,no
48,services,married,tertiary,no,3001,yes,no,unknown,13,dec,80,1,-1,0,unknown,no
57,unknown,married,primary,no,-2436,no,no,cellular,25,nov,166,2,-1,3,unknown,no
80,blue-collar,married,secondary,no,4190,no,no,unknown,16,dec,337,3,-1,0,unknown,yes
36,technician,married,secondary,no,-622,yes,yes,unknown,1,nov,359,4,3,0,unknown,no
89,unknown,single,tertiary,no,-2314,no,no,cellular,5,dec,48,2,-1,0,unknown,no
42,technician,married,tertiary,no,-931,yes,no,unknown,13,jan,150,4,337,0,unknown,no
25,blue-collar,divorced,tertiary,no,0,yes,no,cellular,17,mar,798,3,-1,0,unknown,yes
93,blue-collar,married,unknown,no,4983,yes,no,cellular,9,jul,34,1,-1,0,unknown,no
47,unknown,married,secondary,no,833,yes,no,cellular,20,jan,114,2,-1,0,unknown,yes
66,unemployed,married,secondary,no,2897,no,yes,cellular,27,jul,232,1,-1,0,other,yes
21,entrepreneur,divorced,tertiary,no,-872,yes,yes,unknown,11,jun,485,2,-1,1,failure,no
34,housemaid,married,unknown,no,3385,yes,no,cellular,26,dec,338,2,-1,0,unknown,yes
89,management,single,primary,no,-3864,no,no,unknown,5,dec,422,4,150,0,unknown,no
74,admin.,single,tertiary,no,3041,no,no,cellular,8,oct,330,1,42,0,unknown,yes
25,admin.,single,tertiary,no,1410,yes,no,cellular,28,feb,147,2,192,0,unknown,no
68,unemployed,divorced,secondary,no,1159,yes,yes,cellular,15,aug,531,4,-1,0,unknown,no
58,unemployed,divorced,secondary,no,456,yes,no,cellular,2,dec,94,5,-1,0,unknown,yes
78,retired,divorced,tertiary,no,1507,yes,no,cellular,22,may,154,3,341,3,unknown,no
88,admin.,married,secondary,no,3676,no,no,cellular,24,aug,431,6,100,2,unknown,no
27,student,married,tertiary,no,1117,no,yes,cellular,31,jan,587,9,-1,0,unknown,no
55,management,married,secondary,no,1983,no,no,cellular,24,aug,177,2,-1,0,unknown,no
38,admin.,single,secondary,no,-4562,yes,no,cellular,1,mar,120,3,-1,0,unknown,no
42,student,single,primary,no,4593,yes,yes,telephone,2,dec,189,6,-1,0,unknown,no
31,entrepreneur,single,secondary,no,2450,yes,no,cellular,7,feb,285,5,-1,2,unknown,yes
57,technician,married,secondary,no,5295,yes,no,cellular,17,dec,157,4,-1,0,unknown,yes
79,unknown,married,secondary,no,3194,yes,no,cellular,8,apr,219,3,-1,0,unknown,no
42,self-employed,married,secondary,no,-735,yes,no,unknown,30,may,88,1,-1,1,failure,no
25,admin.,married,tertiary,no,5772,yes,no,telephone,2,oct,471,3,-1,0,unknown,yes
68,unemployed,married,tertiary,no,-627,no,no,unknown,10,jul,227,3,-1,1,unknown,yes
28,retired,married,tertiary,no,891,yes,no,cellular,5,feb,367,14,-1,0,unknown,no
80,entrepreneur,married,tertiary,no,-1136,yes,no,telephone,28,nov,84,1,289,0,unknown,no
63,technician,divorced,secondary,no,-699,yes,no,telephone,30,oct,117,9,207,0,failure,no
94,blue-collar,married,secondary,no,1719,no,no,telephone,24,mar,539,3,-1,0,unknown,yes
58,technician,married,secondary,no,8797,no,no,cellular,15,feb,462,5,-1,0,unknown,yes
71,retired,divorced,unknown,no,-2783,yes,no,cellular,20,jun,29,1,384,0,unknown,no
40,admin.,married,secondary,no,-400,yes,no,unknown,10,aug,124,2,-1,0,unknown,yes
92,retired,single,secondary,no,-1489,no,no,unknown,11,nov,289,7,188,0,success,yes
33,technician,married,primary,no,-828,no,no,cellular,19,jul,319,1,-1,3,unknown,yes
91,blue-collar,married,secondary,no,4494,no,no,unknown,1,feb,135,1,155,0,unknown,no
52,student,married,secondary,no,-2348,yes,no,cellular,4,oct,298,6,120,0,unknown,no
89,unknown,married,tertiary,no,-108,no,no,cellular,11,feb,136,3,-1,0,unknown,no
82,admin.,divorced,secondary,no,-106,no,no,cellular,17,feb,100,7,-1,0,unknown,no
85,entrepreneur,married,secondary,no,1252,no,yes,cellular,30,apr,353,6,41,0,failure,yes
26,housemaid,married,secondary,no,3290,yes,yes,cellular,15,sep,403,2,116,3,failure,no
81,blue-collar,single,tertiary,no,4241,no,no,cellular,8,sep,264,4,-1,0,unknown,no
40,admin.,single,secondary,no,3917,no,no,cellular,24,jun,72,1,-1,0,unknown,no
76,unemployed,married,secondary,no,2624,yes,no,cellular,17,jan,255,2,-1,0,unknown,no
95,student,single,tertiary,no,2432,yes,no,cellular,22,jun,133,1,-1,1,unknown,no
45,self-employed,married,tertiary,no,420,yes,no,cellular,3,sep,559,1,304,0,unknown,no
91,housemaid,married,tertiary,no,6213,no,no,unknown,30,sep,335,2,-1,5,unknown,yes
83,blue-collar,divorced,secondary,no,7423,no,no,unknown,24,nov,354,1,-1,2,unknown,yes
55,blue-collar,single,secondary,no,1459,yes,no,unknown,6,jan,841,1,-1,0,unknown,yes
70,self-employed,married,primary,no,4529,yes,yes,cellular,4,nov,343,2,273,1,failure,yes
77,student,married,tertiary,no,1956,no,no,unknown,20,apr,96,3,-1,0,unknown,no
66,blue-collar,married,secondary,no,2640,yes,no,telephone,8,feb,680,1,-1,0,unknown,yes
95,student,married,secondary,no,-766,no,no,cellular,10,jan,203,2,-1,2,success,yes
80,unknown,married,tertiary,no,557,no,no,unknown,29,dec,149,2,-1,0,unknown,no
53,admin.,married,secondary,no,1218,yes,no,cellular,10,jan,83,5,-1,1,unknown,yes
32,unemployed,divorced,secondary,no,-5488,no,no,cellular,4,aug,370,1,-1,0,failure,yes
50,entrepreneur,divorced,secondary,no,4206,no,no,cellular,8,may,130,2,396,0,failure,yes
30,self-employed,married,primary,no,-67,no,no,telephone,1,dec,188,9,-1,0,unknown,no
23,retired,married,tertiary,no,3567,no,no,cellular,21,mar,198,10,-1,0,failure,no
28,retired,single,secondary,no,1990,yes,no,cellular,13,nov,62,6,-1,0,unknown,no
66,self-employed,single,tertiary,no,-897,yes,no,cellular,15,nov,488,3,-1,0,unknown,no
74,services,single,tertiary,no,342,no,no,cellular,25,feb,963,3,-1,0,unknown,no
24,unemployed,married,tertiary,no,-2579,yes,yes,cellular,11,jun,184,1,-1,2,failure,no
90,student,single,secondary,no,3437,no,yes,cellular,31,jun,21,1,-1,0,unknown,yes
62,management,married,primary,no,1255,no,no,cellular,10,jun,218,1,-1,0,unknown,no
92,entrepreneur,married,secondary,no,7231,yes,no,cellular,14,jun,247,7,83,0,unknown,no
30,technician,married,secondary,no,4130,no,no,cellular,25,may,95,5,-1,1,unknown,no
75,unemployed,single,tertiary,no,2089,no,no,cellular,14,jun,410,3,-1,0,unknown,yes
89,housemaid,single,secondary,no,3127,no,no,cellular,24,nov,321,1,-1,0,failure,no
45,self-employed,married,secondary,no,-1895,no,yes,unknown,16,dec,72,2,220,0,unknown,no
27,technician,single,secondary,no,3566,no,no,cellular,2,jan,717,1,-1,0,unknown,no
69,blue-collar,married,secondary,no,-1562,yes,yes,cellular,5,sep,542,2,-1,1,unknown,no
60,unemployed,married,tertiary,no,573,no,no,cellular,5,apr,97,2,-1,0,unknown,yes
95,blue-collar,divorced,tertiary,no,4940,yes,no,unknown,30,jan,200,8,-1,0,unknown,yes
73,student,divorced,tertiary,no,1776,yes,no,unknown,17,sep,236,7,-1,0,unknown,no
90,housemaid,single,primary,no,30,yes,no,cellular,4,jan,170,2,-1,0,unknown,no
60,admin.,married,primary,no,2005,yes,no,cellular,18,jul,53,5,-1,0,failure,yes
32,management,married,secondary,no,2065,yes,no,cellular,31,apr,64,1,-1,0,unknown,yes
63,unemployed,single,tertiary,no,-2079,no,no,cellular,9,apr,130,1,-1,1,unknown,no
49,student,married,tertiary,no,2937,no,no,unknown,29,dec,342,3,199,0,unknown,yes
60,unemployed,single,unknown,no,-28,yes,no,unknown,8,jul,387,8,-1,0,failure,no
19,housemaid,married,tertiary,no,2615,yes,no,unknown,20,aug,224,1,179,0,unknown,no
78,entrepreneur,married,secondary,no,5452,yes,no,unknown,24,feb,196,4,387,3,unknown,no
65,unknown,married,secondary,no,504,no,no,unknown,31,oct,492,1,-1,0,unknown,no
88,housemaid,married,secondary,no,-375,no,no,unknown,10,jul,81,1,-1,0,unknown,yes
88,unemployed,married,primary,no,351,yes,no,cellular,19,aug,81,1,-1,0,unknown,no
21,student,married,tertiary,no,2446,yes,no,cellular,22,jun,278,5,-1,0,failure,no
93,admin.,single,tertiary,no,-312,yes,no,unknown,2,apr,414,3,-1,0,unknown,no
38,admin.,divorced,tertiary,no,3013,no,no,cellular,27,sep,224,4,320,0,unknown,no
38,technician,single,primary,no,3447,yes,yes,unknown,29,jan,194,1,-1,0,unknown,no
47,unemployed,married,primary,no,7572,yes,no,unknown,24,apr,393,2,-1,0,unknown,no
58,entrepreneur,married,secondary,no,881,no,no,cellular,3,mar,293,6,-1,0,unknown,yes
55,blue-collar,single,unknown,no,6029,no,no,cellular,6,nov,127,3,289,0,unknown,no
69,unemployed,single,tertiary,no,939,yes,yes,cellular,7,oct,436,9,-1,0,unknown,yes
92,unknown,married,tertiary,no,2977,yes,no,cellular,18,aug,690,1,-1,2,unknown,yes
74,unemployed,married,tertiary,no,2897,yes,no,telephone,29,sep,282,6,-1,3,unknown,yes
86,unknown,married,secondary,no,3616,no,no,cellular,5,nov,51,1,270,0,unknown,yes
71,admin.,married,secondary,no,1371,yes,no,cellular,20,jul,339,4,-1,0,unknown,yes
37,unemployed,single,secondary,no,-1981,yes,no,cellular,16,dec,280,2,-1,1,unknown,no
53,technician,married,secondary,no,48,yes,yes,telephone,9,apr,173,2,-1,3,unknown,no
92,housemaid,divorced,secondary,no,-681,yes,no,cellular,3,jun,507,6,-1,1,unknown,yes
70,housemaid,married,secondary,no,2301,yes,no,unknown,21,mar,413,3,-1,0,failure,no
35,entrepreneur,married,unknown,no,2560,yes,no,cellular,17,oct,149,2,218,0,unknown,no
91,entrepreneur,married,unknown,no,-6638,no,yes,cellular,31,feb,441,1,-1,0,unknown,no
52,technician,married,primary,no,3375,no,no,cellular,3,oct,329,3,-1,0,unknown,yes
47,entrepreneur,single,secondary,no,4072,yes,no,unknown,3,may,357,7,-1,0,failure,no
43,admin.,married,secondary,no,-4039,yes,no,unknown,19,jul,123,2,-1,0,unknown,no
56,retired,married,unknown,no,4056,yes,no,cellular,20,mar,415,2,-1,0,failure,yes
66,retired,married,secondary,no,4882,yes,no,cellular,21,dec,568,1,-1,0,unknown,yes
38,blue-collar,single,tertiary,no,5993,yes,no,unknown,13,jul,575,4,-1,0,unknown,no
79,management,divorced,secondary,no,481,yes,no,unknown,23,mar,209,2,-1,0,unknown,no
53,management,married,secondary,no,1329,no,no,cellular,10,jun,392,1,75,1,unknown,yes
89,technician,married,tertiary,no,3498,no,yes,unknown,19,dec,388,3,-1,0,unknown,no
58,unknown,married,secondary,no,2019,yes,no,cellular,11,jul,120,7,-1,0,unknown,no
74,blue-collar,married,secondary,no,3195,yes,yes,cellular,20,oct,329,2,-1,0,unknown,yes
44,retired,married,secondary,no,4147,yes,no,cellular,15,mar,330,9,383,0,unknown,yes
25,unknown,single,tertiary,no,-353,yes,no,cellular,30,sep,325,2,343,0,unknown,no
58,blue-collar,single,secondary,no,-996,yes,no,cellular,2,sep,244,1,-1,0,other,no
64,admin.,married,tertiary,no,323,yes,no,cellular,14,mar,148,3,-1,3,other,no
31,unemployed,divorced,secondary,no,173,no,yes,cellular,21,jan,138,4,276,0,unknown,no
77,student,single,secondary,no,2476,yes,no,cellular,21,apr,509,3,30,0,unknown,yes
91,technician,married,secondary,no,1506,yes,yes,cellular,11,oct,546,1,332,0,unknown,no
47,blue-collar,divorced,tertiary,no,-223,no,no,unknown,2,may,460,1,-1,0,unknown,yes
76,blue-collar,married,tertiary,no,3408,yes,no,unknown,21,oct,341,2,-1,1,unknown,no
66,unemployed,married,secondary,no,2248,yes,no,cellular,23,jun,59,1,-1,0,unknown,no
78,unknown,married,primary,no,3239,no,no,cellular,6,feb,531,1,-1,0,unknown,yes
52,unknown,married,secondary,no,4039,no,no,cellular,28,dec,110,6,-1,0,unknown,no
92,unemployed,married,secondary,no,3597,yes,no,telephone,7,nov,91,2,270,0,unknown,no
27,blue-collar,single,secondary,no,-2908,no,no,unknown,21,jan,439,3,64,0,other,yes
51,self-employed,married,secondary,no,817,no,no,cellular,3,aug,522,3,159,0,failure,no
95,technician,single,secondary,no,-442,yes,no,cellular,9,aug,437,2,40,0,unknown,yes
33,technician,single,secondary,no,380,yes,no,cellular,2,may,44,1,79,2,unknown,no
37,self-employed,married,unknown,no,-1130,no,no,cellular,10,may,116,2,-1,1,unknown,no
18,technician,divorced,secondary,no,4296,no,no,unknown,25,dec,436,4,-1,0,unknown,yes
87,retired,single,secondary,yes,-1622,no,no,unknown,22,jan,128,1,-1,0,other,no
31,self-employed,single,secondary,no,595,yes,no,cellular,19,dec,237,2,-1,0,unknown,no
45,retired,married,unknown,no,1540,yes,no,unknown,15,dec,519,2,-1,0,unknown,no
34,technician,divorced,primary,no,1286,yes,yes,cellular,2,aug,244,3,-1,0,unknown,no
88,management,single,secondary,no,3491,no,no,cellular,20,jun,388,2,147,0,unknown,yes
61,services,married,primary,no,2619,no,no,unknown,4,jan,240,3,-1,2,failure,no
25,unemployed,married,primary,no,5131,no,no,unknown,31,feb,635,10,-1,0,unknown,yes
78,entrepreneur,married,tertiary,no,2136,yes,no,telephone,29,mar,48,4,-1,0,unknown,yes
27,entrepreneur,divorced,secondary,no,-1114,yes,no,telephone,16,may,506,1,142,1,failure,no
74,technician,married,secondary,no,2654,yes,no,cellular,17,dec,138,1,-1,0,unknown,yes
90,retired,single,tertiary,no,4101,yes,no,cellular,20,jul,95,2,90,0,unknown,no
25,retired,single,secondary,no,-2168,no,no,unknown,5,jun,873,1,-1,0,unknown,yes
95,unknown,single,secondary,yes,-3699,yes,no,cellular,30,dec,252,12,-1,0,unknown,no
93,services,married,secondary,no,424,yes,no,cellular,7,sep,232,2,78,0,unknown,yes
58,unknown,married,primary,no,-4292,no,no,unknown,23,dec,113,9,-1,0,unknown,no
34,blue-collar,single,secondary,no,2504,yes,no,unknown,3,jul,46,1,6,0,unknown,yes
57,services,divorced,primary,no,3484,no,yes,unknown,24,jan,239,5,-1,1,other,no
55,management,married,tertiary,no,699,yes,no,cellular,15,feb,216,2,-1,4,unknown,no
54,self-employed,married,tertiary,no,356,yes,no,cellular,7,sep,339,2,-1,0,unknown,no
93,services,married,secondary,no,528,yes,yes,unknown,21,apr,145,2,-1,0,unknown,no
50,unknown,married,primary,no,1603,no,no,unknown,2,feb,535,3,-1,3,unknown,yes
62,admin.,single,tertiary,no,-5541,yes,no,telephone,4,aug,540,2,-1,2,unknown,yes
43,entrepreneur,married,tertiary,no,-4276,yes,no,cellular,30,jan,105,3,-1,0,success,no
33,unknown,single,secondary,no,972,yes,no,unknown,13,dec,160,1,-1,0,unknown,no
39,housemaid,single,unknown,no,561,yes,no,cellular,26,dec,255,3,-1,0,unknown,yes
64,admin.,single,secondary,no,2732,yes,no,unknown,10,mar,378,7,-1,0,unknown,yes
33,admin.,married,secondary,no,-2161,yes,no,cellular,20,aug,66,2,-1,0,unknown,no
46,housemaid,married,primary,no,451,no,no,cellular,29,apr,285,1,-1,0,success,no
91,unemployed,single,primary,no,-3096,yes,yes,cellular,23,jul,66,2,-1,0,unknown,no
25,housemaid,single,tertiary,no,-29,no,no,cellular,4,aug,151,5,223,0,unknown,no
50,management,divorced,secondary,no,1574,yes,no,cellular,26,feb,76,1,-1,0,unknown,no
78,entrepreneur,married,secondary,no,2759,yes,no,cellular,2,feb,178,4,-1,0,failure,no
52,unemployed,single,secondary,no,2268,yes,no,cellular,23,aug,76,4,-1,0,unknown,no
76,retired,single,secondary,no,-701,yes,no,cellular,7,mar,358,1,-1,0,unknown,no
40,unemployed,divorced,secondary,no,2083,no,no,cellular,23,mar,128,7,-1,0,unknown,yes
38,housemaid,married,secondary,no,729,yes,no,unknown,23,sep,401,1,-1,0,unknown,no
58,housemaid,married,primary,no,3231,yes,no,unknown,19,oct,436,3,-1,1,unknown,yes
40,unknown,married,tertiary,no,353,no,yes,unknown,31,apr,157,3,-1,0,unknown,yes
79,admin.,divorced,secondary,no,2001,no,no,cellular,29,apr,205,1,-1,0,unknown,no
34,unemployed,married,tertiary,no,1489,yes,no,cellular,5,sep,30,1,-1,0,failure,no
24,housemaid,single,secondary,no,6098,no,no,telephone,21,jan,546,3,-1,0,failure,no
46,retired,single,secondary,no,1941,no,no,telephone,12,mar,228,2,289,0,unknown,yes
39,unknown,married,primary,no,236,no,no,cellular,12,dec,245,1,-1,0,unknown,yes
73,admin.,single,secondary,no,1054,no,yes,cellular,7,dec,222,2,-1,0,unknown,no
88,student,married,secondary,no,3090,yes,no,cellular,8,aug,444,3,-1,0,unknown,yes
89,management,married,secondary,no,-4261,yes,yes,cellular,30,oct,93,2,379,0,unknown,no
48,student,single,unknown,no,2277,yes,no,unknown,6,nov,206,5,262,0,unknown,no
94,management,married,secondary,no,-1453,no,no,cellular,3,may,277,1,-1,0,unknown,yes
55,housemaid,married,secondary,no,1066,yes,no,cellular,26,jul,546,3,-1,2,failure,no
64,entrepreneur,married,secondary,no,-677,no,no,cellular,15,nov,264,1,-1,2,failure,no
47,admin.,married,unknown,no,-3873,yes,no,cellular,11,dec,298,1,-1,0,failure,no
71,entrepreneur,married,tertiary,no,-1528,no,no,cellular,19,jan,256,3,-1,2,unknown,no
19,services,married,tertiary,no,6591,no,yes,cellular,26,oct,476,1,-1,1,failure,yes
