RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7160,15366342,Customer7160,682,France,Male,35,7,96121.83,2,1,1,65652.92,0
7161,15497544,Customer7161,627,France,Male,32,5,69987.42,2,1,1,9023.87,0
7162,15182184,Customer7162,590,France,Male,33,0,70269.56,2,1,1,11976.68,0
7163,15535285,Customer7163,764,Spain,Male,50,4,102634.68,1,0,0,12262.79,0
7164,15893398,Customer7164,649,France,Female,38,3,0.0,1,1,0,90571.36,1
7165,15469517,Customer7165,761,Spain,Female,64,3,202943.88,1,1,1,51647.02,0
7166,15850400,Customer7166,652,Germany,Male,60,10,128800.06,1,1,1,196288.65,1
7167,15073463,Customer7167,550,France,Female,28,8,77508.77,2,1,1,83333.79,0
7168,15140577,Customer7168,832,France,Female,35,1,141278.87,2,0,1,42229.74,0
7169,15549455,Customer7169,680,Germany,Male,41,0,179615.6,1,1,1,57079.7,1
7170,15512475,Customer7170,483,Germany,Male,38,10,0.0,1,1,1,166501.42,0
7171,15217079,Customer7171,538,France,Male,37,1,0.0,2,1,1,118086.2,0
7172,15621405,Customer7172,597,Germany,Male,24,6,42499.24,1,1,1,196927.17,1
7173,15767834,Customer7173,629,Germany,Male,42,2,86300.83,1,1,1,97897.07,0
7174,15914800,Customer7174,511,France,Male,26,6,0.0,2,1,0,136553.4,0
7175,15924775,Customer7175,660,Spain,Female,36,8,0.0,2,1,1,87284.92,0
7176,15091495,Customer7176,644,Spain,Male,37,8,207568.7,1,1,0,21342.16,1
7177,15420246,Customer7177,549,France,Female,22,1,0.0,1,1,0,151491.61,0
7178,15549845,Customer7178,673,Germany,Male,47,10,299224.26,1,1,1,47013.4,0
7179,15649924,Customer7179,804,Germany,Female,72,9,0.0,1,1,0,99981.53,0
7180,15256745,Customer7180,700,Spain,Male,35,7,0.0,1,1,1,165122.62,0
7181,15249034,Customer7181,837,France,Male,37,8,78868.34,1,0,1,80360.66,0
7182,15129718,Customer7182,666,France,Female,40,5,0.0,1,0,0,141364.32,0
7183,15220287,Customer7183,720,Germany,Female,42,6,80029.39,2,1,1,120570.33,0
7184,15807611,Customer7184,623,France,Female,32,10,78324.17,2,1,1,159506.08,0
7185,15936034,Customer7185,597,Spain,Male,32,3,37637.83,1,1,0,79483.43,0
7186,15402057,Customer7186,754,Germany,Male,31,7,0.0,2,0,0,121518.94,0
7187,15353548,Customer7187,731,France,Male,44,4,22377.82,1,1,0,155304.0,1
7188,15666660,Customer7188,711,Spain,Female,49,7,0.0,1,1,1,23898.12,0
7189,15138518,Customer7189,744,Germany,Male,32,0,0.0,2,1,0,167415.59,0
7190,15242212,Customer7190,748,Spain,Female,36,10,100310.95,1,0,1,180814.24,0
7191,15268078,Customer7191,495,France,Male,45,3,145136.46,2,1,1,126791.88,0
7192,15142072,Customer7192,789,France,Female,51,9,200190.97,2,0,1,127022.64,0
7193,15542653,Customer7193,664,Germany,Male,20,2,0.0,2,1,1,98476.06,0
7194,15944875,Customer7194,536,France,Male,42,4,95115.19,2,1,0,119523.37,1
7195,15985487,Customer7195,581,Spain,Female,35,7,0.0,1,1,1,121490.05,1
7196,15861860,Customer7196,742,France,Male,19,9,0.0,1,1,0,120780.19,0
7197,15514168,Customer7197,757,Spain,Female,52,10,154056.73,2,0,1,5310.59,0
7198,15695240,Customer7198,689,Germany,Male,25,0,58010.88,2,1,0,79706.13,0
7199,15625830,Customer7199,730,France,Female,55,8,0.0,1,1,0,152349.41,0
7200,15187383,Customer7200,496,France,Male,50,9,0.0,1,0,0,174768.41,0
7201,15010051,Customer7201,516,Germany,Male,34,0,260134.75,2,1,0,120355.1,0
7202,15295338,Customer7202,685,France,Female,42,8,102343.56,2,1,1,130329.68,0
7203,15837225,Customer7203,752,France,Male,45,1,120335.48,1,0,0,112192.89,0
7204,15139936,Customer7204,617,Spain,Female,41,2,319094.16,3,1,0,65112.84,1
7205,15704681,Customer7205,607,France,Female,37,3,0.0,1,1,1,96463.77,0
7206,15162614,Customer7206,850,Germany,Male,52,4,133760.94,2,1,0,135429.04,0
7207,15853408,Customer7207,633,Germany,Male,45,9,0.0,1,1,1,15458.06,0
7208,15340296,Customer7208,666,France,Female,35,8,0.0,1,0,1,147617.87,0
7209,15687298,Customer7209,838,Spain,Male,26,8,202889.84,1,1,0,141176.4,0
7210,15657937,Customer7210,612,France,Male,47,9,0.0,1,0,1,55871.52,0
7211,15028750,Customer7211,598,Spain,Male,46,9,0.0,2,0,1,144921.01,0
7212,15987740,Customer7212,704,Germany,Male,36,9,96256.31,1,1,1,109380.92,0
7213,15976507,Customer7213,574,France,Male,51,0,132606.33,1,0,1,118778.36,0
7214,15320082,Customer7214,676,Germany,Male,48,5,94933.59,1,1,0,132180.77,0
7215,15801484,Customer7215,850,France,Female,55,0,77346.17,1,1,0,151715.67,0
7216,15497757,Customer7216,569,Spain,Female,35,6,230976.41,1,1,0,90269.06,0
7217,15152331,Customer7217,544,France,Female,34,4,41824.79,1,1,0,110364.6,0
7218,15541171,Customer7218,668,Spain,Female,27,4,62328.66,2,1,0,113008.67,1
7219,15817481,Customer7219,710,France,Male,19,7,45124.74,2,1,1,90793.86,0
7220,15959178,Customer7220,413,Germany,Male,49,4,126350.8,1,1,1,28932.01,1
7221,15610927,Customer7221,630,France,Female,31,4,0.0,1,1,1,22956.46,0
7222,15659883,Customer7222,587,Spain,Female,18,4,95098.08,1,1,0,186124.17,0
7223,15163940,Customer7223,843,France,Male,36,3,68174.46,2,1,1,184532.38,1
7224,15972048,Customer7224,573,Spain,Male,38,10,0.0,1,1,1,88376.9,0
7225,15182515,Customer7225,587,Spain,Female,32,10,126708.25,2,1,0,143915.24,0
7226,15968499,Customer7226,637,France,Female,40,7,183216.66,2,1,1,103207.36,0
7227,15244980,Customer7227,509,France,Male,50,7,0.0,2,1,0,189626.13,0
7228,15460803,Customer7228,679,Spain,Male,34,3,174906.12,1,1,0,82796.24,1
7229,15834069,Customer7229,848,France,Male,34,1,76017.51,2,0,1,142271.39,0
7230,15011084,Customer7230,579,France,Male,47,2,0.0,1,0,1,192865.46,0
7231,15604780,Customer7231,640,Spain,Male,46,4,181530.66,1,0,1,9130.74,1
7232,15943223,Customer7232,635,Germany,Female,33,8,0.0,1,1,1,199415.5,0
7233,15394501,Customer7233,736,Germany,Male,38,5,39823.28,4,0,0,23349.26,1
7234,15370209,Customer7234,454,France,Male,43,9,35742.42,1,0,1,85039.31,0
7235,15406320,Customer7235,577,Germany,Female,58,9,146447.88,1,1,0,131002.05,1
7236,15392160,Customer7236,713,France,Male,37,10,309112.13,2,0,0,188043.4,1
7237,15615883,Customer7237,790,Germany,Male,40,8,10141.07,1,1,1,105655.48,1
7238,15982310,Customer7238,628,France,Female,46,10,158232.32,2,1,1,59792.29,0
7239,15660911,Customer7239,566,Spain,Female,48,4,0.0,1,1,0,124923.26,0
7240,15805455,Customer7240,707,France,Male,38,6,34342.0,1,1,0,69008.68,1
7241,15828069,Customer7241,658,Germany,Male,58,10,38884.93,1,1,0,19611.53,0
7242,15260123,Customer7242,542,France,Male,35,5,0.0,3,1,1,89195.11,0
7243,15653021,Customer7243,628,Spain,Male,38,6,221213.3,1,1,1,47696.72,0
7244,15393753,Customer7244,601,Germany,Male,27,9,121233.83,1,0,1,57601.1,0
7245,15452816,Customer7245,812,France,Male,25,1,128468.29,1,0,1,36906.63,0
7246,15325544,Customer7246,769,France,Male,36,0,47609.64,2,0,1,153389.73,0
7247,15756806,Customer7247,721,France,Female,44,1,0.0,2,1,1,176279.02,0
7248,15617241,Customer7248,808,Spain,Female,54,8,0.0,2,1,0,21531.94,0
7249,15549246,Customer7249,769,France,Male,26,7,99029.5,2,0,1,194908.26,0
7250,15507699,Customer7250,628,Spain,Male,33,1,40855.13,1,0,0,111710.06,1
7251,15372574,Customer7251,663,France,Female,47,10,161616.03,2,1,1,183127.87,0
7252,15341074,Customer7252,696,Germany,Female,47,10,149350.86,2,1,1,101630.18,0
7253,15856018,Customer7253,720,Spain,Female,39,3,60601.51,1,0,1,132820.67,0
7254,15265487,Customer7254,850,Germany,Female,40,7,171564.91,4,1,1,69790.45,0
7255,15110479,Customer7255,650,France,Male,42,10,91977.35,1,0,0,79157.97,0
7256,15583698,Customer7256,568,Spain,Male,32,6,185548.83,2,0,0,35744.29,1
7257,15414559,Customer7257,660,Germany,Female,53,0,0.0,2,1,0,97076.73,1
7258,15813949,Customer7258,508,France,Male,41,2,220108.29,1,1,1,194692.59,0
7259,15552915,Customer7259,415,Spain,Female,33,8,85949.51,2,0,0,53738.55,0
7260,15744122,Customer7260,575,Germany,Male,46,8,254377.72,2,0,1,182144.97,0
7261,15338833,Customer7261,459,Germany,Female,44,5,166027.68,1,1,0,18679.39,1
7262,15791433,Customer7262,598,France,Male,27,7,0.0,2,1,1,53496.59,0
7263,15461493,Customer7263,639,France,Male,30,1,314027.55,2,1,0,88518.22,0
7264,15225136,Customer7264,633,France,Female,40,4,124502.85,1,1,0,197277.99,0
7265,15342830,Customer7265,585,Spain,Female,48,6,0.0,1,1,0,71985.54,1
7266,15373547,Customer7266,646,France,Female,44,8,63411.66,1,1,1,186024.56,1
7267,15048416,Customer7267,714,Spain,Male,33,4,0.0,1,1,1,87895.41,0
7268,15014216,Customer7268,731,France,Female,39,1,0.0,1,1,0,58202.44,0
7269,15505343,Customer7269,623,Spain,Female,55,3,130555.07,2,0,1,147057.6,0
7270,15100047,Customer7270,747,Spain,Male,21,6,0.0,1,1,1,59698.08,0
7271,15596029,Customer7271,684,France,Male,57,5,183704.09,1,0,0,181652.22,1
7272,15089185,Customer7272,574,Germany,Male,24,10,0.0,1,1,1,142288.67,0
7273,15207363,Customer7273,636,Germany,Male,40,3,82791.55,3,1,0,95725.96,1
7274,15278094,Customer7274,539,Spain,Male,36,5,140387.23,1,1,1,186090.12,0
7275,15330201,Customer7275,491,France,Female,18,8,178502.79,1,0,0,114656.6,1
7276,15303666,Customer7276,618,France,Female,64,0,120989.04,2,1,1,164517.6,0
7277,15743805,Customer7277,529,France,Female,40,8,0.0,1,0,1,153682.77,0
7278,15012381,Customer7278,589,France,Male,57,0,179855.03,1,1,0,180825.72,0
7279,15832321,Customer7279,580,France,Male,25,6,237130.15,1,1,1,40194.62,0
7280,15182925,Customer7280,614,Germany,Male,31,6,0.0,1,0,0,32771.5,0
7281,15842612,Customer7281,673,Spain,Female,36,9,36363.74,2,1,1,80495.14,0
7282,15582879,Customer7282,637,Germany,Male,31,2,305223.48,2,1,0,51247.22,1
7283,15500521,Customer7283,603,Spain,Female,43,6,0.0,2,1,1,95.58,0
7284,15854949,Customer7284,724,France,Male,48,6,0.0,2,0,1,39788.98,0
7285,15990952,Customer7285,694,Spain,Female,30,10,44175.36,1,1,1,53191.82,0
7286,15554514,Customer7286,626,France,Male,27,10,110194.77,1,1,0,167545.28,1
7287,15706077,Customer7287,493,Spain,Male,35,8,280271.32,3,0,1,20493.29,0
7288,15821350,Customer7288,575,France,Male,46,10,0.0,2,1,1,106618.61,0
7289,15032641,Customer7289,645,France,Male,42,1,57383.91,2,1,0,10677.06,0
7290,15535290,Customer7290,644,France,Female,42,2,0.0,1,1,1,164711.87,0
7291,15974768,Customer7291,666,France,Male,28,10,121188.75,1,1,1,22232.77,0
7292,15518980,Customer7292,650,France,Female,41,0,0.0,1,1,0,177566.71,0
7293,15412225,Customer7293,700,Germany,Female,30,6,72969.68,1,0,0,96137.73,1
7294,15198370,Customer7294,753,France,Male,33,1,0.0,1,1,0,181581.75,1
7295,15437692,Customer7295,553,Germany,Male,45,5,0.0,1,1,0,22561.16,0
7296,15000010,Customer7296,820,Germany,Male,21,4,118426.68,2,0,0,129228.03,0
7297,15409605,Customer7297,594,Germany,Male,37,6,0.0,2,1,0,184895.8,1
7298,15803973,Customer7298,685,France,Male,29,0,98470.2,1,0,1,74979.06,0
7299,15988281,Customer7299,718,France,Female,38,10,0.0,2,1,0,94835.38,0
7300,15958152,Customer7300,618,Spain,Female,29,5,0.0,2,1,0,156960.17,0
7301,15404361,Customer7301,580,Germany,Male,18,9,0.0,1,1,1,93435.64,1
7302,15677166,Customer7302,632,France,Male,32,6,0.0,1,0,1,77687.14,0
7303,15446365,Customer7303,696,Spain,Male,42,10,52879.12,1,0,1,71357.96,0
7304,15876873,Customer7304,753,Germany,Female,32,0,43215.14,1,1,1,163049.06,0
7305,15848365,Customer7305,627,Spain,Female,43,0,52944.84,3,1,0,189974.9,0
7306,15628942,Customer7306,534,France,Female,54,9,72344.04,1,1,1,34434.54,0
7307,15270244,Customer7307,794,France,Male,23,8,91472.34,2,1,0,179320.57,0
7308,15892552,Customer7308,619,France,Female,36,3,116142.14,2,1,0,6073.66,0
7309,15142764,Customer7309,710,France,Male,43,8,0.0,4,1,0,11403.46,0
7310,15386159,Customer7310,771,Spain,Female,48,10,0.0,2,1,0,190252.82,0
7311,15481750,Customer7311,673,Germany,Male,46,2,0.0,1,1,0,123566.05,1
7312,15093298,Customer7312,580,Spain,Female,43,9,40131.94,2,1,1,147739.21,0
7313,15714803,Customer7313,631,Germany,Male,31,3,103322.26,1,1,0,88666.71,1
7314,15761148,Customer7314,648,Germany,Female,25,10,0.0,2,0,0,186146.75,0
7315,15792654,Customer7315,794,Spain,Female,30,6,210470.31,2,0,1,138131.1,0
7316,15932400,Customer7316,635,Spain,Female,22,10,0.0,1,0,0,119844.94,0
7317,15961318,Customer7317,737,Spain,Male,41,7,74137.27,1,0,1,130977.21,0
7318,15014432,Customer7318,661,France,Male,42,10,26850.14,2,1,1,48349.62,0
7319,15148333,Customer7319,673,France,Male,41,1,106189.18,2,1,0,65674.44,0
7320,15156509,Customer7320,567,France,Female,44,7,119512.21,2,1,1,109077.42,0
7321,15574053,Customer7321,550,Germany,Female,40,10,177289.67,2,0,0,74413.66,0
7322,15017420,Customer7322,721,Germany,Male,27,9,0.0,1,0,0,50954.35,0
7323,15362611,Customer7323,666,France,Female,36,8,38778.92,2,1,1,198720.87,0
7324,15674835,Customer7324,511,France,Female,47,2,0.0,2,1,1,84761.16,0
7325,15879523,Customer7325,756,Spain,Female,42,9,68231.19,2,1,1,66854.19,0
7326,15603009,Customer7326,767,Germany,Male,36,6,0.0,1,1,0,60033.49,0
7327,15772132,Customer7327,740,Germany,Male,39,3,0.0,2,0,0,170378.09,0
7328,15557855,Customer7328,536,Spain,Male,44,1,111693.83,1,1,1,71520.22,0
7329,15413431,Customer7329,709,France,Female,41,0,203879.26,2,1,0,48017.24,0
7330,15166309,Customer7330,568,Germany,Male,24,2,41072.33,3,0,0,98208.26,1
7331,15100872,Customer7331,654,France,Male,48,6,130206.06,1,0,1,55341.0,0
7332,15030861,Customer7332,736,France,Female,31,1,75403.17,1,1,0,184911.81,1
7333,15376937,Customer7333,717,France,Male,50,2,258269.73,1,1,0,81146.73,1
7334,15454912,Customer7334,653,France,Female,47,2,48953.09,2,1,0,152062.99,0
7335,15653835,Customer7335,707,Germany,Male,27,6,103653.22,2,1,0,19323.2,0
7336,15129166,Customer7336,725,Spain,Female,41,6,0.0,4,1,0,175219.93,1
7337,15447936,Customer7337,450,France,Male,50,10,86145.46,1,1,0,132779.26,0
7338,15756968,Customer7338,671,Spain,Female,45,8,0.0,2,0,1,123247.21,0
7339,15978837,Customer7339,798,France,Female,48,4,46604.74,2,0,0,193245.09,0
7340,15907613,Customer7340,559,France,Male,37,5,0.0,1,1,0,195426.12,1
7341,15141959,Customer7341,794,Germany,Male,28,7,0.0,2,0,0,192617.38,1
7342,15389997,Customer7342,441,Spain,Female,58,4,78406.85,1,0,1,69051.96,0
7343,15751788,Customer7343,629,Germany,Female,46,5,188819.74,2,1,1,161572.21,0
7344,15575117,Customer7344,608,Germany,Female,28,0,23724.45,2,1,0,60693.61,1
7345,15741628,Customer7345,707,Spain,Male,26,9,0.0,1,0,1,49158.97,0
7346,15665191,Customer7346,800,France,Female,51,6,0.0,1,1,1,150831.21,0
7347,15794361,Customer7347,673,Germany,Female,36,6,0.0,1,1,1,105337.27,0
7348,15803494,Customer7348,494,France,Male,31,5,0.0,1,1,1,28836.05,0
7349,15948055,Customer7349,678,Germany,Male,39,7,198426.31,1,0,0,64150.16,0
7350,15265693,Customer7350,618,France,Female,41,2,111922.63,1,1,0,113420.41,0
7351,15606332,Customer7351,850,Germany,Female,18,9,80720.87,2,0,1,110989.54,0
7352,15578854,Customer7352,599,France,Female,21,3,300369.34,2,0,0,20590.69,0
7353,15865483,Customer7353,827,France,Male,25,7,0.0,1,1,1,170660.42,0
7354,15134623,Customer7354,618,Spain,Female,34,1,0.0,1,1,0,83429.94,0
7355,15438295,Customer7355,641,Spain,Female,44,9,184630.64,1,0,0,147456.58,1
7356,15089406,Customer7356,663,Germany,Male,57,4,89447.13,2,1,0,143299.21,0
7357,15764285,Customer7357,850,France,Female,35,1,0.0,2,1,1,77550.21,0
7358,15014385,Customer7358,491,France,Female,25,6,121926.41,2,1,1,14240.18,0
7359,15186612,Customer7359,674,France,Male,29,3,225304.04,1,1,0,3642.17,1
7360,15494067,Customer7360,639,Germany,Female,39,2,78150.17,1,1,1,94483.14,1
7361,15034231,Customer7361,501,Germany,Male,34,2,0.0,1,1,0,189887.06,0
7362,15324624,Customer7362,658,France,Female,60,2,60785.45,2,1,1,59108.51,0
7363,15868184,Customer7363,532,Germany,Female,42,10,0.0,1,0,1,121147.15,0
7364,15605737,Customer7364,624,Germany,Male,26,5,54712.73,2,1,0,166272.1,0
7365,15544379,Customer7365,850,Spain,Male,46,2,73212.03,2,1,0,157316.44,0
7366,15954463,Customer7366,757,France,Male,21,8,227553.69,2,1,0,98553.04,0
7367,15408066,Customer7367,584,France,Male,47,10,50919.19,2,1,0,98972.61,0
7368,15958322,Customer7368,748,Spain,Male,41,10,0.0,2,1,0,54079.37,0
7369,15249028,Customer7369,708,France,Female,43,0,0.0,1,0,0,118005.72,0
7370,15386342,Customer7370,584,Spain,Male,22,0,91515.8,1,0,0,80944.12,0
7371,15346858,Customer7371,706,France,Female,41,9,24896.45,1,1,1,30152.26,0
7372,15218801,Customer7372,658,Germany,Female,41,7,95760.88,2,1,0,177387.79,0
7373,15752031,Customer7373,652,France,Female,42,10,55165.21,2,0,0,92033.84,0
7374,15091225,Customer7374,693,Germany,Female,31,9,61370.1,2,1,1,139618.48,0
7375,15712588,Customer7375,466,France,Female,42,1,0.0,1,1,0,90073.67,0
7376,15446263,Customer7376,732,Spain,Male,43,6,170738.55,1,0,1,134652.8,0
7377,15698891,Customer7377,768,France,Female,22,8,44845.08,1,1,0,14738.2,1
7378,15139378,Customer7378,812,France,Female,27,3,269329.46,1,1,1,189944.63,1
7379,15763858,Customer7379,699,Spain,Male,35,4,304120.86,1,1,0,112241.48,0
7380,15612224,Customer7380,801,Spain,Male,42,3,0.0,2,1,1,71652.66,0
7381,15143107,Customer7381,666,Germany,Male,34,7,117328.6,2,0,0,41533.84,1
7382,15665047,Customer7382,581,Germany,Female,45,8,0.0,1,1,0,89753.28,1
7383,15437075,Customer7383,531,France,Female,36,4,130047.41,2,1,0,171506.18,0
7384,15942927,Customer7384,562,France,Male,43,5,104611.32,1,1,0,170840.56,1
7385,15505303,Customer7385,721,Spain,Female,20,3,77007.87,1,1,0,193845.39,1
7386,15037207,Customer7386,569,Germany,Male,38,6,183107.37,2,1,0,148195.38,0
7387,15958716,Customer7387,623,Germany,Male,54,1,162936.09,1,0,1,107935.48,1
7388,15303301,Customer7388,588,France,Female,27,10,294512.31,3,0,1,86123.46,0
7389,15907670,Customer7389,518,France,Female,37,10,0.0,2,1,1,29430.97,0
7390,15178761,Customer7390,611,Spain,Male,40,3,0.0,1,1,0,73630.32,0
7391,15462436,Customer7391,552,Germany,Female,34,6,80381.45,3,1,1,123071.44,0
7392,15181574,Customer7392,556,France,Male,26,4,218102.72,1,1,0,183059.22,0
7393,15051680,Customer7393,667,France,Male,58,9,100700.69,2,1,1,17554.78,0
7394,15428419,Customer7394,721,Germany,Male,40,0,135320.35,3,1,1,196052.08,0
7395,15474123,Customer7395,829,France,Male,38,10,119348.02,1,1,1,79602.38,0
7396,15472204,Customer7396,614,France,Male,49,2,58544.01,1,1,0,18291.85,0
7397,15234435,Customer7397,717,Spain,Female,38,3,0.0,1,1,1,1810.22,0
7398,15450336,Customer7398,737,Germany,Female,28,0,82471.46,1,0,1,187615.5,0
7399,15203079,Customer7399,627,France,Female,24,3,231930.23,2,1,0,61133.31,0
7400,15007673,Customer7400,710,Spain,Male,51,3,85716.12,1,1,1,53555.8,0
7401,15689305,Customer7401,651,France,Male,42,7,0.0,2,0,1,88616.05,0
7402,15975860,Customer7402,850,France,Female,26,7,0.0,1,1,1,37818.53,0
7403,15527305,Customer7403,670,Spain,Female,38,8,48489.0,2,1,0,96504.72,0
7404,15183201,Customer7404,667,Germany,Female,25,1,0.0,1,1,0,72143.35,1
7405,15248884,Customer7405,515,Germany,Female,41,6,61125.25,2,0,1,112977.03,0
7406,15312048,Customer7406,673,France,Male,52,10,110885.91,1,1,1,84433.33,0
7407,15704297,Customer7407,665,France,Female,35,4,86473.73,2,1,0,141406.96,0
7408,15112090,Customer7408,547,France,Male,42,3,74719.63,1,1,0,47565.78,0
7409,15058929,Customer7409,634,Germany,Female,42,3,99190.45,1,0,1,109259.73,0
7410,15287609,Customer7410,697,Spain,Female,26,0,0.0,2,1,0,15066.05,0
7411,15435163,Customer7411,783,France,Male,43,7,0.0,1,1,0,162473.48,1
7412,15009867,Customer7412,565,France,Female,48,9,38136.79,3,0,0,15128.19,0
7413,15476779,Customer7413,550,Germany,Male,45,3,273080.84,2,1,1,189762.22,0
7414,15737323,Customer7414,688,Germany,Female,32,5,164626.82,2,1,1,51683.15,1
7415,15538995,Customer7415,565,France,Male,46,0,0.0,1,0,0,109225.75,0
7416,15642204,Customer7416,604,Spain,Male,36,4,47842.18,1,0,0,77647.84,1
7417,15600567,Customer7417,567,Spain,Male,42,9,133711.95,2,0,0,14533.59,0
7418,15450931,Customer7418,571,France,Female,51,5,173074.6,2,0,1,142435.76,1
7419,15922093,Customer7419,619,France,Female,34,10,70350.13,2,0,1,95802.01,0
7420,15090811,Customer7420,614,Spain,Female,25,10,0.0,1,1,0,138095.45,0
7421,15790125,Customer7421,758,Spain,Female,28,10,98039.07,2,0,1,114676.46,0
7422,15883264,Customer7422,848,France,Female,46,8,199867.31,2,1,0,180940.69,0
7423,15165068,Customer7423,713,Germany,Female,24,10,0.0,1,1,1,31377.81,0
7424,15497950,Customer7424,725,France,Female,29,6,43762.29,1,1,0,164034.37,0
7425,15404118,Customer7425,664,Spain,Male,29,1,173774.24,1,0,0,187881.08,1
7426,15430895,Customer7426,850,Germany,Male,21,7,175154.64,1,0,0,194204.12,1
7427,15656775,Customer7427,601,Germany,Male,45,2,84516.16,1,1,1,113108.77,0
7428,15072144,Customer7428,558,France,Female,36,0,0.0,2,1,1,131357.14,0
7429,15161376,Customer7429,505,Spain,Female,40,10,88021.32,1,1,0,80629.62,1
7430,15539626,Customer7430,519,France,Male,31,4,148107.08,1,1,1,195479.53,0
7431,15619208,Customer7431,561,France,Male,38,5,58204.6,1,0,1,115673.6,0
7432,15931750,Customer7432,558,France,Male,50,0,104545.3,1,1,0,124640.94,1
7433,15545477,Customer7433,767,France,Female,25,9,88252.08,2,1,0,127395.32,0
7434,15512891,Customer7434,674,France,Female,22,9,0.0,2,1,0,31061.64,0
7435,15983492,Customer7435,523,Germany,Female,44,10,199845.53,2,0,1,147217.75,0
7436,15468502,Customer7436,614,Spain,Female,32,6,216131.4,1,1,1,18652.62,0
7437,15294154,Customer7437,850,Spain,Male,39,6,0.0,1,1,0,37848.94,1
7438,15667987,Customer7438,690,Spain,Female,28,2,0.0,2,1,1,64967.98,0
7439,15599702,Customer7439,580,France,Female,42,3,140128.36,2,1,1,15114.95,0
7440,15946008,Customer7440,675,France,Male,51,8,183575.7,1,1,1,105590.3,0
7441,15814789,Customer7441,607,France,Male,26,7,0.0,2,1,1,54598.14,0
7442,15181677,Customer7442,653,Germany,Female,43,4,100522.73,1,1,0,48218.95,1
7443,15319960,Customer7443,634,France,Male,46,9,140185.88,2,0,1,160289.87,0
7444,15240319,Customer7444,503,France,Female,50,4,0.0,1,0,0,27886.56,1
7445,15371970,Customer7445,650,Germany,Female,28,9,0.0,1,1,1,46704.7,1
7446,15577979,Customer7446,671,Germany,Female,22,1,0.0,1,0,1,139201.85,0
7447,15438063,Customer7447,608,France,Male,44,0,0.0,1,1,1,94361.83,0
7448,15950480,Customer7448,767,France,Male,22,9,0.0,1,0,0,133110.08,0
7449,15898659,Customer7449,702,Germany,Male,36,8,188434.54,1,1,0,92770.84,1
7450,15006905,Customer7450,747,Spain,Male,37,1,0.0,1,1,1,143552.4,0
7451,15271977,Customer7451,651,France,Female,29,8,120122.36,4,1,1,35840.28,0
7452,15628755,Customer7452,694,Germany,Female,51,1,54105.67,1,1,0,53004.65,1
7453,15507920,Customer7453,566,Germany,Female,49,1,0.0,3,1,1,63336.76,0
7454,15415305,Customer7454,850,Germany,Male,43,1,118148.8,2,1,0,183748.27,0
7455,15764964,Customer7455,661,Germany,Female,49,4,217349.14,1,1,1,44340.24,0
7456,15900936,Customer7456,773,Spain,Male,38,8,147436.1,2,0,0,29826.42,1
7457,15738191,Customer7457,523,France,Female,38,0,0.0,3,1,0,164927.17,0
7458,15182700,Customer7458,733,France,Female,42,6,296623.52,2,0,1,115567.53,0
7459,15888015,Customer7459,528,Spain,Female,41,4,97771.79,1,0,1,1956.97,0
7460,15565326,Customer7460,566,France,Female,32,2,258686.46,2,1,1,194922.05,0
7461,15639155,Customer7461,734,France,Male,33,3,130765.1,1,1,0,179790.05,1
7462,15980404,Customer7462,661,Germany,Female,57,7,0.0,2,1,1,168548.1,0
7463,15414424,Customer7463,766,Germany,Female,46,0,31654.18,2,1,1,4974.2,0
7464,15312887,Customer7464,746,Spain,Male,21,10,0.0,1,1,1,80728.51,0
7465,15203420,Customer7465,827,Spain,Female,44,1,0.0,2,0,1,95927.22,0
7466,15233204,Customer7466,514,France,Female,46,4,0.0,1,0,0,66611.75,0
7467,15226597,Customer7467,645,Spain,Female,51,8,0.0,3,1,0,28501.97,0
7468,15592748,Customer7468,547,France,Female,38,9,0.0,2,0,1,179312.83,0
7469,15536958,Customer7469,758,France,Male,27,0,108041.34,2,1,0,109009.13,0
7470,15254958,Customer7470,828,France,Female,23,1,0.0,1,1,0,89528.24,1
7471,15931518,Customer7471,519,France,Female,41,0,166438.86,1,0,0,151960.55,0
7472,15454090,Customer7472,733,Germany,Male,36,10,0.0,1,1,0,131355.12,0
7473,15117095,Customer7473,754,Spain,Male,45,1,0.0,1,1,0,78156.87,0
7474,15795113,Customer7474,789,France,Male,37,6,126437.09,2,0,0,185198.9,0
7475,15274696,Customer7475,589,France,Male,45,10,0.0,2,0,0,39722.04,0
7476,15580321,Customer7476,764,Germany,Male,36,7,87971.79,1,0,0,21912.38,1
7477,15421132,Customer7477,540,Spain,Female,40,2,98266.98,2,0,0,91600.76,0
7478,15237523,Customer7478,710,Spain,Female,34,7,176868.5,2,1,0,49929.35,0
7479,15029133,Customer7479,712,Germany,Male,34,2,0.0,1,1,0,174192.9,0
7480,15212711,Customer7480,740,Spain,Female,31,8,218503.56,2,1,0,50288.55,0
7481,15574884,Customer7481,794,France,Female,24,4,61622.09,1,1,1,61643.05,0
7482,15513679,Customer7482,515,Germany,Male,40,8,110499.09,2,0,0,60621.25,0
7483,15788936,Customer7483,705,France,Male,39,8,0.0,3,0,1,141222.62,0
7484,15780049,Customer7484,619,France,Female,42,5,114897.86,1,0,1,36225.46,0
